population_size,motation_chance,n_opt,death_treshold,generation_num,calls_to_fit,best_fit
40,0.2,1,0.2,98,5880,80.87474194829838
40,0.2,1,0.2,22,1499,38.833459924455724
40,0.2,1,0.2,52,3492,48.15853429453009
40,0.2,1,0.2,59,3958,45.089475681346016
40,0.2,1,0.2,14,979,39.31710767958203
40,0.2,1,0.2,28,1949,47.371967342618
40,0.2,1,0.2,33,2220,47.08599366144843
40,0.2,1,0.2,77,4561,88.47535844726377
40,0.2,1,0.2,81,4794,91.00271202781464
40,0.2,1,0.2,86,5268,78.36847693662058
40,0.2,3,0.2,107,13137,87.37943306641534
40,0.2,3,0.2,13,1741,36.24811261887988
40,0.2,3,0.2,13,1746,35.02978761495553
40,0.2,3,0.2,80,9908,80.99647478842674
40,0.2,3,0.2,102,12610,74.99684345608786
40,0.2,3,0.2,19,2540,43.21418044849015
40,0.2,3,0.2,131,16086,93.9669774154639
40,0.2,3,0.2,26,3461,37.84015452028279
40,0.2,3,0.2,48,6275,48.575659669932065
40,0.2,3,0.2,134,16769,90.17650060578931
40,0.2,5,0.2,68,13103,55.83062037982748
40,0.2,5,0.2,52,9805,78.21649545676132
40,0.2,5,0.2,49,9569,45.448818180420325
40,0.2,5,0.2,116,22428,63.82046389555719
40,0.2,5,0.2,146,27879,85.18992882195542
40,0.2,5,0.2,101,18643,88.60250117186918
40,0.2,5,0.2,94,17868,85.23914302167566
40,0.2,5,0.2,14,2761,36.600131656537904
40,0.2,5,0.2,95,17775,90.99226178905049
40,0.2,5,0.2,104,19648,81.43394321034478
40,0.4,1,0.2,51,3485,81.56147971043261
40,0.4,1,0.2,97,6215,93.9669774154639
40,0.4,1,0.2,86,5613,91.98294950307778
40,0.4,1,0.2,84,5981,69.04756518745558
40,0.4,1,0.2,100,6527,93.9669774154639
40,0.4,1,0.2,73,4810,93.9669774154639
40,0.4,1,0.2,63,4067,93.9669774154639
40,0.4,1,0.2,22,1681,38.45278728500977
40,0.4,1,0.2,33,2297,73.12478848732114
40,0.4,1,0.2,47,3523,49.39748141032889
40,0.4,3,0.2,68,8849,93.9669774154639
40,0.4,3,0.2,12,1699,34.061688467264496
40,0.4,3,0.2,57,7595,73.16458399860917
40,0.4,3,0.2,83,10980,90.56315209484752
40,0.4,3,0.2,79,10310,91.86073234238813
40,0.4,3,0.2,76,10037,81.27671001262419
40,0.4,3,0.2,87,11336,93.9458775576103
40,0.4,3,0.2,12,1713,38.19927240928641
40,0.4,3,0.2,26,3534,71.93160059674985
40,0.4,3,0.2,104,13675,91.94226356355087
40,0.4,5,0.2,88,17000,92.4441118792588
40,0.4,5,0.2,126,24969,76.51230647229015
40,0.4,5,0.2,103,20297,93.80673695111895
40,0.4,5,0.2,68,13415,89.78280004846935
40,0.4,5,0.2,71,13706,93.9669774154639
40,0.4,5,0.2,11,2302,31.616836952951694
40,0.4,5,0.2,62,12162,89.61172161664
40,0.4,5,0.2,87,17017,91.20254024763587
40,0.4,5,0.2,103,19742,93.9669774154639
40,0.4,5,0.2,15,3084,39.38059158917368
40,0.6,1,0.2,82,6338,89.98689702839657
40,0.6,1,0.2,68,4854,93.9669774154639
40,0.6,1,0.2,59,4246,92.4441118792588
40,0.6,1,0.2,67,4781,92.10126860830918
40,0.6,1,0.2,95,7070,92.8764652172558
40,0.6,1,0.2,73,5288,92.4230514875361
40,0.6,1,0.2,73,5374,91.43069863620002
40,0.6,1,0.2,104,7987,90.09586520056436
40,0.6,1,0.2,35,2893,52.14982051219925
40,0.6,1,0.2,70,5138,89.97043244172907
40,0.6,3,0.2,78,10724,88.81242650798622
40,0.6,3,0.2,110,15566,76.16505985644746
40,0.6,3,0.2,90,12548,93.83466872084178
40,0.6,3,0.2,95,13177,93.9669774154639
40,0.6,3,0.2,77,10802,82.4564018131019
40,0.6,3,0.2,67,9257,93.93899234083703
40,0.6,3,0.2,84,11445,93.9669774154639
40,0.6,3,0.2,75,10189,90.15764208454273
40,0.6,3,0.2,28,4151,43.006503804031794
40,0.6,3,0.2,105,14464,91.9887930811415
40,0.6,5,0.2,66,13403,90.90597520017295
40,0.6,5,0.2,106,21487,92.67887644641843
40,0.6,5,0.2,68,13917,85.43943238845523
40,0.6,5,0.2,75,15173,92.81579175825212
40,0.6,5,0.2,63,12827,90.37812750009113
40,0.6,5,0.2,139,28497,90.32962542432692
40,0.6,5,0.2,11,2341,33.71368376026958
40,0.6,5,0.2,57,11542,79.82629907354254
40,0.6,5,0.2,94,19162,92.16835260795382
40,0.6,5,0.2,54,10783,92.65698756493299
40,0.8,1,0.2,69,5553,93.9669774154639
40,0.8,1,0.2,82,6763,93.9669774154639
40,0.8,1,0.2,41,3414,88.0007403383826
40,0.8,1,0.2,47,3929,83.87765574832505
40,0.8,1,0.2,76,6216,91.53362617922086
40,0.8,1,0.2,61,5152,90.05760063656285
40,0.8,1,0.2,57,4508,93.9669774154639
40,0.8,1,0.2,71,5892,93.9669774154639
40,0.8,1,0.2,86,6908,93.9669774154639
40,0.8,1,0.2,60,4907,93.64793275779982
40,0.8,3,0.2,64,9275,92.8764652172558
40,0.8,3,0.2,64,9337,93.9669774154639
40,0.8,3,0.2,91,13598,93.91789248298345
40,0.8,3,0.2,58,8401,88.11981542711021
40,0.8,3,0.2,92,13397,93.93899234083703
40,0.8,3,0.2,52,7781,79.53347394236154
40,0.8,3,0.2,68,10058,93.80817322214477
40,0.8,3,0.2,14,2167,51.428188774326834
40,0.8,3,0.2,84,12407,92.24873363706153
40,0.8,3,0.2,67,9760,89.38830114459546
40,0.8,5,0.2,97,20597,93.93899234083703
40,0.8,5,0.2,78,16341,93.9669774154639
40,0.8,5,0.2,14,3103,40.4308995412237
40,0.8,5,0.2,67,14245,93.93899234083703
40,0.8,5,0.2,53,11157,90.84348378119601
40,0.8,5,0.2,71,15028,93.9669774154639
40,0.8,5,0.2,67,13823,93.9669774154639
40,0.8,5,0.2,105,22443,92.81579175825212
40,0.8,5,0.2,58,12059,92.81579175825212
40,0.8,5,0.2,78,16545,91.88611832171766
60,0.2,1,0.2,86,8454,86.58563836867943
60,0.2,1,0.2,87,8754,93.69709764763637
60,0.2,1,0.2,91,9751,46.7767235498229
60,0.2,1,0.2,91,9143,87.42711323528253
60,0.2,1,0.2,95,9579,93.93899234083703
60,0.2,1,0.2,106,10907,88.60618574030654
60,0.2,1,0.2,80,7801,90.56258864839555
60,0.2,1,0.2,97,9484,93.9669774154639
60,0.2,1,0.2,73,7420,77.81288150023691
60,0.2,1,0.2,103,10973,48.53934178616781
60,0.2,3,0.2,19,3918,38.42033937119058
60,0.2,3,0.2,90,17509,93.9669774154639
60,0.2,3,0.2,105,20591,91.59347276013787
60,0.2,3,0.2,91,17751,86.08931692245359
60,0.2,3,0.2,133,26144,76.20524675883817
60,0.2,3,0.2,94,18167,89.19155394874612
60,0.2,3,0.2,42,8533,44.114410219755364
60,0.2,3,0.2,136,26892,87.54956037665693
60,0.2,3,0.2,177,34753,91.84605362532369
60,0.2,3,0.2,20,4139,39.53758438571172
60,0.2,5,0.2,23,6948,40.694791215469856
60,0.2,5,0.2,98,28844,82.91316795766423
60,0.2,5,0.2,35,10468,50.15697990804801
60,0.2,5,0.2,70,20950,43.37840102579842
60,0.2,5,0.2,70,20420,80.60666909582953
60,0.2,5,0.2,74,22112,45.47531530347762
60,0.2,5,0.2,20,5927,51.2340214136506
60,0.2,5,0.2,119,34944,84.35764583623259
