population_size,motation_chance,n_opt,death_treshold,generation_num,calls_to_fit,best_fit
40,0.4,5,0.6,40,1796,54.60271230091426
40,0.6,1,0.6,43,1956,51.042475767391814
40,0.6,1,0.6,41,1880,52.007401960342726
40,0.6,3,0.6,29,1374,44.65150920156751
40,0.6,3,0.6,60,2800,40.890664071883755
40,0.6,5,0.6,53,2390,59.92007779223263
40,0.6,5,0.6,50,2340,43.075031841862526
40,0.8,1,0.6,17,822,42.863353172791136
40,0.8,1,0.6,32,1514,45.12081647700351
40,0.8,3,0.6,24,1096,55.88879230999101
40,0.8,3,0.6,43,1946,72.23110462971937
40,0.8,5,0.6,24,1144,37.69260713762812
40,0.8,5,0.6,31,1428,50.50155482292376
60,0.2,1,0.6,36,2588,41.937029237864124
60,0.2,1,0.6,44,3144,48.90004272650028
60,0.2,3,0.6,65,4626,44.5755867769254
60,0.2,3,0.6,41,2878,53.10252658747761
60,0.2,5,0.6,44,3152,47.488460490846215
60,0.2,5,0.6,25,1764,56.79820098097383
60,0.4,1,0.6,40,2702,66.80434200490637
60,0.4,1,0.6,59,4014,68.74919632657972
60,0.4,3,0.6,30,2172,40.0863912699034
60,0.4,3,0.6,53,3788,43.63084953707155
60,0.4,5,0.6,74,4984,79.25456709387213
60,0.4,5,0.6,39,2664,71.04002193520617
60,0.6,1,0.6,48,3208,69.19560637978316
60,0.6,1,0.6,57,3990,50.86467096828338
60,0.6,3,0.6,49,3498,42.42604838465846
60,0.6,3,0.6,25,1740,64.0340485587174
60,0.6,5,0.6,34,2326,57.70418380593287
60,0.6,5,0.6,37,2598,55.1050429845859
60,0.8,1,0.6,38,2658,65.11060311889604
60,0.8,1,0.6,27,1896,50.75030138601034
60,0.8,3,0.6,28,1948,62.702948841426
60,0.8,3,0.6,45,3076,62.76191405221023
60,0.8,5,0.6,38,2576,71.1723019057021
60,0.8,5,0.6,47,3190,60.926544719273274
80,0.2,1,0.6,55,5282,42.40553335527449
80,0.2,1,0.6,76,6946,63.70910205725039
80,0.2,3,0.6,47,4156,69.87309123737995
80,0.2,3,0.6,82,7536,55.1540561265538
80,0.2,5,0.6,68,6370,46.602365837417146
80,0.2,5,0.6,30,2898,44.47793241920808
80,0.4,1,0.6,33,2912,68.76307874287818
80,0.4,1,0.6,53,4896,53.741822023074356
80,0.4,3,0.6,45,4272,53.805896513312554
80,0.4,3,0.6,39,3714,49.064412458395665
80,0.4,5,0.6,65,5936,61.93104225065981
80,0.4,5,0.6,40,3690,65.07582797928647
80,0.6,1,0.6,43,3814,69.44913118520162
80,0.6,1,0.6,21,2040,49.668822285457075
80,0.6,3,0.6,51,4600,68.6863387534936
80,0.6,3,0.6,45,4072,65.19967252766928
80,0.6,5,0.6,35,3188,66.07070891587682
80,0.6,5,0.6,46,4228,58.81132192253228
80,0.8,1,0.6,29,2770,47.99197022090679
80,0.8,1,0.6,19,1832,48.7026150753786
80,0.8,3,0.6,34,2964,76.31493133110672
80,0.8,3,0.6,36,3480,45.20359036408244
80,0.8,5,0.6,47,4432,47.66684763049968
80,0.8,5,0.6,24,2250,60.97585677615296
100,0.2,1,0.6,52,5862,64.84123717493121
100,0.2,1,0.6,67,7746,55.396052483223656
100,0.2,3,0.6,40,4626,56.80111157628648
100,0.2,3,0.6,107,12238,69.19056961927997
100,0.2,5,0.6,93,10416,75.76902084700126
100,0.2,5,0.6,61,7230,44.480175356360064
100,0.4,1,0.6,30,3430,62.02133953551631
100,0.4,1,0.6,35,4042,65.74826356168707
100,0.4,3,0.6,50,5616,69.84363295442121
100,0.4,3,0.6,65,7530,52.771958902415996
100,0.4,5,0.6,61,7262,46.9962491967506
100,0.4,5,0.6,18,2224,41.39890281075682
100,0.6,1,0.6,24,2920,41.60514736843795
100,0.6,1,0.6,31,3470,70.4629230597864
100,0.6,3,0.6,42,4628,73.02239518488354
100,0.6,3,0.6,53,6114,60.27538852938106
100,0.6,5,0.6,72,8072,81.46894393179375
100,0.6,5,0.6,48,5518,63.328514070144216
100,0.8,1,0.6,30,3518,57.52799755644438
100,0.8,1,0.6,20,2452,42.239783215592446
100,0.8,3,0.6,39,4410,71.46544599420066
100,0.8,3,0.6,35,3966,68.94556723334709
100,0.8,5,0.6,55,6084,81.14299311255701
100,0.8,5,0.6,41,4726,64.33057020896807
