population_size,motation_chance,n_opt,death_treshold,generation_num,calls_to_fit,best_fit
100,0.4,3,0.8,34,3238,69.86953404855925
100,0.4,3,0.8,21,2066,50.10938511633475
100,0.4,5,0.8,13,1404,33.4652596809803
100,0.4,5,0.8,17,1804,38.82473095597397
100,0.6,1,0.8,32,3236,42.44141200502441
100,0.6,1,0.8,28,2632,62.17385081880185
100,0.6,3,0.8,41,3958,54.442867303716184
100,0.6,3,0.8,39,3748,60.05389932000007
100,0.6,5,0.8,40,3626,75.31908930958139
100,0.6,5,0.8,21,2164,40.13000198909714
100,0.8,1,0.8,23,2250,52.40174954372949
100,0.8,1,0.8,24,2506,39.846388666008544
100,0.8,3,0.8,29,2934,48.4510479249192
100,0.8,3,0.8,12,1304,38.05166478551507
100,0.8,5,0.8,17,1750,43.36407958024562
100,0.8,5,0.8,15,1562,41.452737595634055
