population_size,motation_chance,death_treshold,generation_num,calls_to_fit,best_fit
80,0.8,0.2,50,5673,90.32748040439039
80,0.8,0.2,85,9996,93.9669774154639
80,0.8,0.2,52,5869,93.9669774154639
80,0.8,0.2,70,7824,93.9669774154639
80,0.8,0.2,87,9771,93.9669774154639
80,0.8,0.2,62,7156,93.9669774154639
80,0.8,0.2,79,9189,93.9669774154639
100,0.2,0.2,58,4735,90.55927512009136
100,0.2,0.2,72,5680,92.16835260795382
100,0.2,0.2,61,4993,93.9669774154639
100,0.2,0.2,83,6828,93.9669774154639
100,0.2,0.2,67,6104,74.91542753965562
100,0.2,0.2,68,5627,93.80673695111895
100,0.2,0.2,74,6151,93.9669774154639
100,0.2,0.2,67,5629,92.4230514875361
100,0.2,0.2,107,9328,89.21250818315184
100,0.2,0.2,107,9542,92.98698719812526
100,0.4,0.2,66,6535,93.9669774154639
100,0.4,0.2,61,6239,93.9669774154639
100,0.4,0.2,60,6180,93.9669774154639
100,0.4,0.2,64,6629,93.9669774154639
100,0.4,0.2,57,5690,93.82927307999837
100,0.4,0.2,73,7616,93.9458775576103
100,0.4,0.2,71,7444,93.9669774154639
100,0.4,0.2,89,9402,93.9458775576103
100,0.4,0.2,44,4492,91.21000722484398
100,0.4,0.2,69,7198,93.9669774154639
100,0.6,0.2,66,7989,93.9669774154639
100,0.6,0.2,80,10121,93.9669774154639
100,0.6,0.2,99,12401,93.9669774154639
100,0.6,0.2,61,7458,93.9669774154639
100,0.6,0.2,36,5007,46.897370650959736
100,0.6,0.2,55,6878,93.9669774154639
100,0.6,0.2,61,7586,93.9669774154639
100,0.6,0.2,78,9396,93.9669774154639
100,0.6,0.2,47,5766,93.8012880053715
100,0.6,0.2,81,10039,93.9669774154639
100,0.8,0.2,49,7107,93.69709764763637
100,0.8,0.2,59,8235,93.9669774154639
100,0.8,0.2,45,6396,92.68387563203795
100,0.8,0.2,49,6925,93.9669774154639
100,0.8,0.2,60,8348,93.9458775576103
100,0.8,0.2,47,6624,93.9669774154639
100,0.8,0.2,55,7761,93.9669774154639
100,0.8,0.2,41,5798,93.81358218921419
100,0.8,0.2,105,16499,47.58992356394642
100,0.8,0.2,58,8656,93.9669774154639
150,0.2,0.2,75,9765,93.9669774154639
150,0.2,0.2,75,9838,93.9669774154639
150,0.2,0.2,76,9579,93.82927307999837
150,0.2,0.2,64,8629,93.9669774154639
150,0.2,0.2,49,6112,93.9669774154639
150,0.2,0.2,50,6173,93.9669774154639
150,0.2,0.2,92,12024,93.9669774154639
150,0.2,0.2,59,7183,93.9669774154639
150,0.2,0.2,69,8401,93.9669774154639
150,0.2,0.2,60,7423,93.9669774154639
150,0.4,0.2,59,9012,93.9669774154639
150,0.4,0.2,57,8516,93.9669774154639
150,0.4,0.2,74,11541,93.9669774154639
150,0.4,0.2,48,7479,93.9669774154639
150,0.4,0.2,58,9037,93.9669774154639
150,0.4,0.2,55,8752,93.9669774154639
150,0.4,0.2,62,9224,93.9669774154639
150,0.4,0.2,65,9935,93.9669774154639
150,0.4,0.2,60,9462,92.33778073786702
150,0.4,0.2,61,9313,93.9669774154639
150,0.6,0.2,51,9378,93.9669774154639
150,0.6,0.2,52,9820,93.9669774154639
150,0.6,0.2,55,10231,93.9669774154639
150,0.6,0.2,53,9988,93.00808705597883
150,0.6,0.2,59,10958,93.9669774154639
150,0.6,0.2,49,9234,93.9669774154639
150,0.6,0.2,57,10823,93.9669774154639
150,0.6,0.2,39,7383,93.9669774154639
150,0.6,0.2,49,8941,93.9669774154639
150,0.6,0.2,44,7939,93.9669774154639
150,0.8,0.2,44,9380,93.9669774154639
150,0.8,0.2,55,11621,93.9669774154639
150,0.8,0.2,56,12189,93.9669774154639
150,0.8,0.2,49,10398,93.9669774154639
150,0.8,0.2,50,10991,93.9669774154639
150,0.8,0.2,46,9996,93.9669774154639
150,0.8,0.2,54,11559,93.9669774154639
150,0.8,0.2,46,9905,93.9669774154639
150,0.8,0.2,64,13705,93.9669774154639
150,0.8,0.2,52,11073,93.9669774154639
