population_size,motation_chance,death_treshold,generation_num,calls_to_fit,best_fit
80,0.6,0.4,54,5284,93.9458775576103
80,0.6,0.4,70,6832,93.9669774154639
80,0.6,0.4,50,5093,89.76901341118459
80,0.6,0.4,56,5340,93.9458775576103
80,0.6,0.4,73,7115,93.9669774154639
80,0.8,0.4,69,7823,93.9669774154639
80,0.8,0.4,80,9081,93.9669774154639
80,0.8,0.4,66,7572,93.9669774154639
80,0.8,0.4,52,5824,93.9669774154639
80,0.8,0.4,65,7354,93.9669774154639
80,0.8,0.4,56,6292,93.9669774154639
80,0.8,0.4,45,5085,93.9669774154639
80,0.8,0.4,50,5542,93.9669774154639
80,0.8,0.4,75,8851,93.9669774154639
80,0.8,0.4,69,7767,93.9669774154639
100,0.2,0.4,133,12301,92.01642992967852
100,0.2,0.4,49,4055,90.19570261750066
100,0.2,0.4,52,4378,91.97412727897104
100,0.2,0.4,106,9122,90.79313341690441
100,0.2,0.4,94,7834,93.9669774154639
100,0.2,0.4,82,7204,83.71375350913597
100,0.2,0.4,83,6633,93.9669774154639
100,0.2,0.4,77,6332,93.82927307999837
100,0.2,0.4,99,8732,93.9458775576103
100,0.2,0.4,111,10408,92.03757642932317
100,0.4,0.4,58,5778,93.9669774154639
100,0.4,0.4,71,7242,93.9669774154639
100,0.4,0.4,59,6394,80.21681045581698
100,0.4,0.4,78,7948,93.9669774154639
100,0.4,0.4,72,7545,93.9669774154639
100,0.4,0.4,57,5555,93.9669774154639
100,0.4,0.4,65,6531,93.9669774154639
100,0.4,0.4,45,4691,93.9669774154639
100,0.4,0.4,51,5306,91.96175636164209
100,0.4,0.4,62,6401,93.9458775576103
100,0.6,0.4,50,6073,93.9669774154639
100,0.6,0.4,67,8253,93.9669774154639
100,0.6,0.4,67,8159,93.9669774154639
100,0.6,0.4,49,6029,91.1889206932164
100,0.6,0.4,56,6898,93.9669774154639
100,0.6,0.4,41,5088,93.91789248298345
100,0.6,0.4,66,7867,93.9669774154639
100,0.6,0.4,77,9063,93.9669774154639
100,0.6,0.4,68,8349,93.9669774154639
100,0.6,0.4,68,8311,93.9669774154639
100,0.8,0.4,55,7650,93.9669774154639
100,0.8,0.4,59,8615,93.9458775576103
100,0.8,0.4,58,8285,93.9669774154639
100,0.8,0.4,67,9815,93.9669774154639
100,0.8,0.4,51,7323,93.9669774154639
100,0.8,0.4,44,6195,93.9669774154639
100,0.8,0.4,69,9859,92.98694795979311
100,0.8,0.4,66,9302,93.9669774154639
100,0.8,0.4,67,9480,93.9669774154639
100,0.8,0.4,50,7027,93.9669774154639
150,0.2,0.4,71,9229,93.9669774154639
150,0.2,0.4,70,8805,93.9669774154639
150,0.2,0.4,84,10103,93.9669774154639
150,0.2,0.4,73,9279,91.95493333392353
150,0.2,0.4,102,14948,47.73561918750818
150,0.2,0.4,64,8037,93.9669774154639
150,0.2,0.4,61,7387,92.4441118792588
150,0.2,0.4,43,5379,88.36431738219285
150,0.2,0.4,73,9408,93.9669774154639
150,0.2,0.4,75,9456,93.9669774154639
150,0.4,0.4,50,7556,93.9669774154639
150,0.4,0.4,53,8407,93.9669774154639
150,0.4,0.4,58,8857,93.9669774154639
150,0.4,0.4,66,9978,93.9669774154639
150,0.4,0.4,49,7513,93.9669774154639
150,0.4,0.4,72,11274,93.9669774154639
150,0.4,0.4,61,9548,93.9669774154639
150,0.4,0.4,62,9513,93.9669774154639
150,0.4,0.4,49,7525,93.9669774154639
150,0.4,0.4,49,7842,93.9669774154639
150,0.6,0.4,57,11912,46.61397274859262
150,0.6,0.4,69,12582,93.9669774154639
150,0.6,0.4,57,10612,93.9669774154639
150,0.6,0.4,48,8729,93.9669774154639
150,0.6,0.4,55,10075,93.9669774154639
150,0.6,0.4,66,12260,93.9669774154639
150,0.6,0.4,57,10412,93.9669774154639
150,0.6,0.4,45,9483,44.682481339400645
150,0.6,0.4,53,9937,93.9669774154639
150,0.6,0.4,73,13694,93.9669774154639
150,0.8,0.4,45,9717,93.9669774154639
150,0.8,0.4,44,9600,93.9669774154639
150,0.8,0.4,50,10702,93.9669774154639
150,0.8,0.4,35,7455,93.9669774154639
150,0.8,0.4,42,8888,93.91789248298345
150,0.8,0.4,45,9645,93.80673695111895
150,0.8,0.4,46,9875,93.9669774154639
150,0.8,0.4,51,10747,93.9669774154639
150,0.8,0.4,50,10515,93.9669774154639
150,0.8,0.4,49,10163,93.9669774154639
