population_size,motation_chance,n_opt,death_treshold,generation_num,calls_to_fit,best_fit
40,0.6,5,0.6,70,22448,92.4441118792588
40,0.6,5,0.6,74,23722,93.9669774154639
40,0.6,5,0.6,73,23385,93.9669774154639
40,0.6,7,0.6,56,24247,93.93899234083703
40,0.6,7,0.6,61,26336,93.9669774154639
40,0.6,7,0.6,63,27218,93.9669774154639
40,0.6,7,0.6,57,24794,84.35076061945932
40,0.6,7,0.6,58,25069,93.9669774154639
40,0.6,7,0.6,85,36704,93.9669774154639
40,0.6,7,0.6,52,22737,79.18181143586926
40,0.6,7,0.6,72,31050,93.9669774154639
40,0.6,7,0.6,61,26498,92.98694795979311
40,0.6,7,0.6,66,28604,93.9669774154639
40,0.6,10,0.6,69,41551,93.9669774154639
40,0.6,10,0.6,106,63817,93.9669774154639
40,0.6,10,0.6,73,43988,92.33089552109375
40,0.6,10,0.6,62,37078,93.9669774154639
40,0.6,10,0.6,54,32505,87.19033920836627
40,0.6,10,0.6,61,37302,48.04202786356471
40,0.6,10,0.6,64,38339,92.35888059572062
40,0.6,10,0.6,72,43343,93.9669774154639
40,0.6,10,0.6,66,39584,93.9458775576103
40,0.6,10,0.6,55,33008,89.54596028556851
40,0.8,5,0.6,62,20372,93.9669774154639
40,0.8,5,0.6,59,19517,80.98794126685918
40,0.8,5,0.6,47,15445,92.68387563203795
40,0.8,5,0.6,52,17140,90.42721243257158
40,0.8,5,0.6,50,16509,93.9458775576103
40,0.8,5,0.6,61,19933,91.59347276013787
40,0.8,5,0.6,66,21692,93.9669774154639
40,0.8,5,0.6,68,22284,93.9669774154639
40,0.8,5,0.6,59,19381,91.18375493313692
40,0.8,5,0.6,53,17391,93.9669774154639
40,0.8,7,0.6,76,33487,93.9669774154639
40,0.8,7,0.6,77,33874,93.9669774154639
40,0.8,7,0.6,59,25933,93.9458775576103
40,0.8,7,0.6,48,21140,87.79731750370277
40,0.8,7,0.6,55,24303,91.99034032923959
40,0.8,7,0.6,69,30464,93.9669774154639
40,0.8,7,0.6,69,30546,93.9669774154639
40,0.8,7,0.6,61,26976,91.1758549680005
40,0.8,7,0.6,109,48466,93.9669774154639
40,0.8,7,0.6,57,25114,93.9669774154639
40,0.8,10,0.6,45,27366,93.93899234083703
40,0.8,10,0.6,62,37664,93.9669774154639
40,0.8,10,0.6,70,42632,89.27526950480075
40,0.8,10,0.6,71,43385,92.30702943434054
40,0.8,10,0.6,52,31730,90.34552785548821
40,0.8,10,0.6,82,49724,93.9669774154639
40,0.8,10,0.6,77,46937,93.93899234083703
40,0.8,10,0.6,50,30410,93.9669774154639
40,0.8,10,0.6,94,57307,93.9669774154639
40,0.8,10,0.6,120,73349,93.9669774154639
60,0.2,5,0.6,92,43093,89.44041693122384
60,0.2,7,0.6,85,97212,90.4976052018566
60,0.2,10,0.6,73,162162,91.03286296440915
60,0.4,5,0.6,83,202433,90.37511246889513
60,0.4,7,0.6,57,239510,90.09495799520752
60,0.4,10,0.6,82,313224,93.9669774154639
60,0.6,5,0.6,53,339380,93.91789248298345
60,0.6,7,0.6,59,378299,93.9669774154639
60,0.6,10,0.6,63,435667,93.9669774154639
60,0.8,5,0.6,66,468863,93.9669774154639
60,0.8,7,0.6,83,524753,93.9669774154639
60,0.8,10,0.6,62,582053,92.11693578110324
80,0.2,5,0.6,56,35158,85.74501336686737
80,0.2,7,0.6,50,77689,89.75879614244586
80,0.2,10,0.6,70,160584,93.91789248298345
80,0.4,5,0.6,58,197586,93.9669774154639
80,0.4,7,0.6,58,247881,93.82927307999837
80,0.4,10,0.6,61,321068,93.9669774154639
80,0.6,5,0.6,60,360490,93.9669774154639
80,0.6,7,0.6,53,407248,93.9669774154639
80,0.6,10,0.6,52,470629,91.16140459638827
80,0.8,5,0.6,55,507471,93.9669774154639
80,0.8,7,0.6,49,551407,93.9669774154639
80,0.8,10,0.6,52,615371,93.9669774154639
100,0.2,5,0.6,47,36830,88.7236398763964
100,0.2,7,0.6,44,83601,91.70943650798827
100,0.2,10,0.6,57,167907,93.9669774154639
100,0.4,5,0.6,57,213501,93.9669774154639
100,0.4,7,0.6,64,282753,93.9669774154639
100,0.4,10,0.6,59,371199,93.9669774154639
100,0.6,5,0.6,38,402407,93.80817322214477
100,0.6,7,0.6,75,485614,93.9669774154639
100,0.6,10,0.6,65,584531,93.9669774154639
100,0.8,5,0.6,37,615647,93.9669774154639
100,0.8,7,0.6,49,670517,93.9669774154639
100,0.8,10,0.6,50,747610,93.82927307999837

